paper_id,score,title,authors,session_type,session_time,session_location,pdf_url,relevant_to_users,read_by_users,topics
4244825,44,Reinforcing Spatial Reasoning in Vision-Language Models with Interwoven Thinking and Visual Drawing,"Junfei Wu, Jian Guan, Kaituo Feng, Qiang Liu, Shu Wu, Liang Wang, Wei Wu, Tieniu Tan",SD-4-4815,,"Exhibit Hall C,D,E",https://openreview.net/pdf/0da039d9be67a74526e2ce4408db4cde8bdca6f5.pdf,5,29,
4230725,43,Abstract Counterfactuals for Language Model Agents,"Edoardo Pona, Milad Kazemi, Yali Du, David Watson, Nicola Paoletti",,,Foyer,https://openreview.net/pdf/c39308d32f99302b4eb8a97c6d7eae5b2e2c4466.pdf,1,3,
4336530,43,OpenCUA: Open Foundations for Computer-Use Agents,"Xinyuan Wang, Bowen Wang, Dunjie Lu, Junlin Yang, Tianbao Xie, Junli Wang, Jiaqi Deng, Xiaole Guo, Yiheng Xu, ..., Tao Yu",SD-3-1509,,"Exhibit Hall C,D,E",https://openreview.net/pdf/eb1bd0238abbc386303352dba1049a4d5d1fec83.pdf,3,4,
4077513,43,Scalable Best-of-N Selection for Large Language Models via Self-Certainty,"Zhewei Kang, Xuandong Zhao, Dawn Song",SD-4-5204,,"Exhibit Hall C,D,E",https://openreview.net/pdf/141a8955a8007083b8b3068692459c467c444619.pdf,13,30,
4062245,42,A-Mem: Agentic Memory for LLM Agents,"Wujiang Xu, Zujie Liang, Kai Mei, Hang Gao, Juntao Tan, Yongfeng Zhang",SD-4-210,,"Exhibit Hall C,D,E",https://openreview.net/pdf/518e506d098a6c821c7e4ae97d1368f374fddac9.pdf,16,24,
4224994,42,ProRL: Prolonged Reinforcement Learning Expands Reasoning Boundaries in Large Language Models,"Mingjie Liu, Shizhe Diao, Ximing Lu, Jian Hu, Xin Dong, Yejin Choi, Jan Kautz, Yi Dong",SD-5-1914,,"Exhibit Hall C,D,E",https://openreview.net/pdf/75e49a843f0b6d00c0584a776fad3bea93496c83.pdf,15,25,
4232570,42,Does Thinking More Always Help? Mirage of Test-Time Scaling in Reasoning Models,"Soumya Suvra Ghosal, Souradip Chakraborty, Avinash Reddy, Yifu Lu, Mengdi Wang, Dinesh Manocha, Furong Huang, Mohammad Ghavamzadeh, Amrit Singh Bedi",SD-5-5510,,"Exhibit Hall C,D,E",https://openreview.net/pdf/9a4ddca48299d0fb623da4e9a0093d29392e48a2.pdf,7,13,
4432673,42,Are Large Reasoning Models Good Translation Evaluators? Analysis and Performance Boost,"Runzhe Zhan, Zhihong Huang, Xinyi Yang, Lidia S. Chao, Min Yang, Derek F. Wong",SD-6-1915,,"Exhibit Hall C,D,E",https://openreview.net/pdf/496a103d9eacba8143b7d8a13098936a351a1a81.pdf,2,5,
4205605,41,Thinkless: LLM Learns When to Think,"Gongfan Fang, Xinyin Ma, Xinchao Wang",SD-2-4015,,"Exhibit Hall C,D,E",https://openreview.net/pdf/69d5f7c0fe7ed54d42a4a1908d50a94bc062b721.pdf,5,13,
4202367,41,Learning When to Think: Shaping Adaptive Reasoning in R1-Style Models via Multi-Stage RL,"Songjun Tu, Jiahao Lin, Qichao Zhang, Xiangyu Tian, Linjing Li, Xiangyuan Lan, Dongbin Zhao",SD-6-5003,,"Exhibit Hall C,D,E",https://openreview.net/pdf/dc89a6b0221240f7e120c7bd39c116d57711eec4.pdf,7,14,
4442860,41,"Many Minds, One Goal: Time Series Forecasting via Sub-task Specialization and Inter-agent Cooperation","Qihe Huang, Zhengyang Zhou, Yangze Li, Kuo Yang, Binwu Wang, Yang Wang",SD-6-2300,,"Exhibit Hall C,D,E",https://openreview.net/pdf/703b1261fdea6ed1048e2c011db26cfa5a8ecae0.pdf,2,3,
3844639,40,Fast Inference for Augmented Large Language Models,"Rana Shahout, Cong Liang, Shiji Xin, Qianru Lao, Yong Cui, Minlan Yu, Michael Mitzenmacher",SD-1-208,,"Exhibit Hall C,D,E",https://openreview.net/pdf/466ae7c6d881581805533176114b2bde5a683e8d.pdf,3,12,
4213161,40,Distilling LLM Agent into Small Models with Retrieval and Code Tools,"Minki Kang, Jongwon Jeong, Seanie Lee, Jaewoong Cho, Sung Ju Hwang",SD-3-2003,,"Exhibit Hall C,D,E",https://openreview.net/pdf/c3ead64f6c3fd03156d79bf7aa5185204700b2a2.pdf,10,14,
4178039,40,Self-Generated In-Context Examples Improve LLM Agents for Sequential Decision-Making Tasks,"Vishnu Sarukkai, Zhiqiang Xie, Kayvon Fatahalian",SD-6-3400,,"Exhibit Hall C,D,E",https://openreview.net/pdf/05d0804df1c396da814a29970ae7d37c40a1b84e.pdf,5,23,
4336500,39,Scaling Up Active Testing to Large Language Models,"Gabrielle Berrada, Jannik Kossen, Freddie Bickford Smith, Muhammed Razzak, Yarin Gal, Tom Rainforth",SD-5-110,,"Exhibit Hall C,D,E",https://openreview.net/pdf/0e4fdfd137ed152835e93d1c72c71b4217f5dfa0.pdf,2,12,
4202496,38,MPS-Prover: Advancing Stepwise Theorem Proving by Multi-Perspective Search and Data Curation,"Zhenwen Liang, Linfeng Song, Yang Li, TAO YANG, Haitao Mi, Dong Yu",SD-2-5401,,"Exhibit Hall C,D,E",https://openreview.net/pdf/350dc187c2833efc7cd93402a27fd709f790c12b.pdf,1,4,
4215801,38,Unveiling the Compositional Ability Gap in Vision-Language Reasoning Model,"Tianle Li, Jihai Zhang, Yongming Rao, Yu Cheng",SD-3-4701,,"Exhibit Hall C,D,E",https://openreview.net/pdf/64ee56c0512b904e0aebcd799494fb96e7bdedba.pdf,6,33,
4349313,37,Neither Valid nor Reliable? Investigating the Use of LLMs as Judges,"Khaoula Chehbouni, Mohammed Haddou, Jackie CK Cheung, Golnoosh Farnadi",SD-2-1313,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2508.18076,4,15,
4207664,37,Think Only When You Need with Large Hybrid-Reasoning Models,"Lingjie Jiang, Xun Wu, Shaohan Huang, Qingxiu Dong, Zewen Chi, Li Dong, Xingxing Zhang, Tengchao Lv, Lei Cui, Furu Wei",SD-2-3713,,"Exhibit Hall C,D,E",https://openreview.net/pdf/33fb886d1cda050a0c29d0bdee85176c1c3f7f31.pdf,2,10,
4215058,37,Adaptive Prediction-Powered AutoEval with Reliability and Efficiency Guarantees,"Sangwoo Park, Matteo Zecchin, Osvaldo Simeone",SD-2-3402,,"Exhibit Hall C,D,E",https://openreview.net/pdf/42cf5e1bbaeccd15c151a00a71cb2d9ecef2aa6f.pdf,0,4,
4230700,37,A Controllable Examination for Long-Context Language Models,"Yijun Yang, Zeyu Huang, Wenhao Zhu, Zihan Qiu, Fei Yuan, Jeff Pan, Ivan Titov",SD-3-1911,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2506.02921,4,9,
4432236,37,Teaching Language Models to Reason with Tools,"Chengpeng Li, Zhengyang Tang, Ziniu Li, Mingfeng Xue, Keqin Bao, Tian Ding, Ruoyu Sun, Benyou Wang, Xiang Wang, ..., Dayiheng Liu",SD-4-1607,,"Exhibit Hall C,D,E",https://openreview.net/pdf/406d2cc67059647e62684368005578debbc188e9.pdf,5,21,
4219587,37,SAGE-Eval: Evaluating LLMs for Systematic Generalizations of Safety Facts,"Yueh-Han Chen, Guy Davidson, Brenden Lake",SD-5-1104,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2505.21828,1,2,
4425622,36,DeceptionBench: A Comprehensive Benchmark for AI Deception Behaviors in Real-world Scenarios,"Yao Huang, Yitong Sun, Yichi Zhang, Ruochen Zhang, Yinpeng Dong, Xingxing Wei",SD-1-1111,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2510.15501,10,21,
4217849,36,Can Agent Fix Agent Issues?,"Alfin Wijaya Rahardja, Junwei Liu, Weitong Chen, Zhenpeng Chen, Yiling Lou",SD-2-2412,,"Exhibit Hall C,D,E",https://openreview.net/pdf/ab4c234adba0d835dbb64828e87b465d8983cecd.pdf,1,3,
4300956,36,Hyperphantasia: A Benchmark for Evaluating the Mental Visualization Capabilities of Multimodal LLMs,"Mohammad Shahab Sepehri, Berk Tinaz, Zalan Fabian, Mahdi Soltanolkotabi",SD-4-4605,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2507.11932,2,7,
3897519,35,SURDS: Benchmarking Spatial Understanding and Reasoning in Driving Scenarios with Vision Language Models,"Xianda Guo, Ruijun Zhang, Yiqun Duan, Yuhang He, Dujun Nie, Wenke Huang, Chenming Zhang, Shuai Liu, Hao Zhao, Long Chen",SD-1-4613,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2411.13112,15,52,
4441691,35,Reward Reasoning Models,"Jiaxin Guo, Zewen Chi, Li Dong, Qingxiu Dong, Xun Wu, Shaohan Huang, Furu Wei",SD-1-4105,,"Exhibit Hall C,D,E",https://openreview.net/pdf/1b460f75d98849e58bc2a9cf1b6673536d0898d5.pdf,4,21,
4264476,35,PolyGuard: Massive Multi-Domain Safety Policy-Grounded Guardrail Dataset,"Mintong Kang, Zhaorun Chen, Chejian Xu, Jiawei Zhang, Chengquan Guo, Minzhou Pan, Ivan Revilla, Yu Sun, Bo Li",SD-2-1308,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2506.19054,2,9,
4438032,35,Chain of Execution Supervision Promotes General Reasoning in Large Language Models,"Nuo Chen, Zehua Li, Keqin Bao, Junyang Lin, Dayiheng Liu",SD-2-4012,,"Exhibit Hall C,D,E",https://openreview.net/pdf/81876043b2c12b524b3d7cebe4d6ef2b4a940143.pdf,2,18,
4454952,35,Measuring what Matters: Construct Validity in Large Language Model Benchmarks,"Andrew M. Bean, Ryan Othniel Kearns, Angelika Romanou, Franziska Sofia Hafner, Harry Mayne, Jan Batzner, Negar Foroutan Eghlidi, Chris Schmitz, Karolina Korgul, ..., Adam Mahdi",SD-3-107,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2511.04703,8,21,
3787649,35,MemSim: A Bayesian Simulator for Evaluating Memory of LLM-based Personal Assistants,"Zeyu Zhang, Quanyu Dai, Luyu Chen, Zeren Jiang, Rui Li, Jieming Zhu, Xu Chen, Yi Xie, Zhenhua Dong, Ji-Rong Wen",SD-4-2015,,"Exhibit Hall C,D,E",https://openreview.net/pdf/96e1b7b1eeb53a530580aff14cf9527fe3e3d1ac.pdf,2,2,
4230454,35,EvaLearn: Quantifying the Learning Capability and Efficiency of LLMs via Sequential Problem Solving,"Shihan Dou, Ming Zhang, Chenhao Huang, Jiayi Chen, Feng Chen, Shichun Liu, Yan Liu, Chenxiao Liu, CHENG ZHONG, ..., Xuanjing Huang",SD-4-4110,,"Exhibit Hall C,D,E",https://openreview.net/pdf/78058118e972a34b3ab22aa5b6b0c000ab083f58.pdf,0,3,
4181902,35,"RTV-Bench: Benchmarking MLLM Continuous Perception, Understanding and Reasoning through Real-Time Video","ShuHang Xun, Sicheng Tao, Jungang Li, Yibo Shi, Zhixin Lin, Zhanhui Zhu, Yibo Yan, Hanqian Li, LingHao Zhang, ..., Xuming Hu",SD-6-4412,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2505.02064,9,18,
4239368,34,G-Memory: Tracing Hierarchical Memory for Multi-Agent Systems,"Guibin Zhang, Muxin Fu, Kun Wang, Guancheng Wan, Miao Yu, Shuicheng YAN",SD-1-5507,,"Exhibit Hall C,D,E",https://openreview.net/pdf/52f961783a3212459f228b4ec297f523ba2d0c95.pdf,6,9,
4243051,34,Router-R1: Teaching LLMs Multi-Round Routing and Aggregation via Reinforcement Learning,"Haozhen Zhang, Tao Feng, Jiaxuan You",SD-3-3604,,"Exhibit Hall C,D,E",https://openreview.net/pdf/363710ed9012131f837da723473810ad47f9d2c9.pdf,4,11,
4210233,34,LIFEBENCH: Evaluating Length Instruction Following in Large Language Models,"Wei Zhang, Zhenhong Zhou, Kun Wang, Junfeng Fang, Rongwu Xu, Yuanhe Zhang, Rui Wang, Ge Zhang, Xinfeng Li, ..., Sen Su",SD-3-3502,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2505.16234,2,4,
4442812,34,Adaptive Defense against Harmful Fine-Tuning for Large Language Models via Bayesian Data Scheduler,"Zixuan Hu, Li Shen, Zhenyi Wang, Yongxian Wei, Dacheng Tao",SD-4-1205,,"Exhibit Hall C,D,E",https://openreview.net/pdf/2b29a4e872717270eff659096ceb805ef86a1735.pdf,3,5,
4163350,33,ToolRL: Reward is All Tool Learning Needs,"Cheng Qian, Emre Can Acikgoz, Qi He, Hongru WANG, Xiusi Chen, Dilek Hakkani-TÃ¼r, Gokhan Tur, Heng Ji",SD-1-511,,"Exhibit Hall C,D,E",https://openreview.net/pdf/097ae4a34c2eb2b82b2bb8fccc279fb0e3585304.pdf,4,22,
4121768,33,OpenVLThinker: Complex Vision-Language Reasoning via Iterative SFT-RL Cycles,"Yihe Deng, Hritik Bansal, Fan Yin, Nanyun Peng, Wei Wang, Kai-Wei Chang",SD-1-5514,,"Exhibit Hall C,D,E",https://openreview.net/pdf/62ceb097c643e0416c764c187ebf4f4d6d1ba9c3.pdf,13,68,
4303553,33,VLMs have Tunnel Vision: Evaluating Nonlocal Visual Reasoning in Leading VLMs,"Shmuel Berman, Jia Deng",SD-1-4911,,"Exhibit Hall C,D,E",https://openreview.net/pdf/ca79a743ac55c7fce5e100be3b2d695bf84a71ba.pdf,5,32,
3872495,32,LLM-PySC2: Starcraft II learning environment for Large Language Models,"Zongyuan Li, Yanan Ni, Runnan Qi, Chang Lu, Lumin Jiang, Xu Xiaojie, Xiangbei Liu, Pengfei Li, Yunzheng Guo, ..., Xuebo Zhang",SD-1-1503,,"Exhibit Hall C,D,E",https://openreview.net/pdf/ae23b5a1cbb9529359c184cdf3d394c6383add5a.pdf,3,10,
4137955,32,GraphMaster: Automated Graph Synthesis via LLM Agents in Data-Limited Environments,"Enjun Du, Xunkai Li, Tian Jin, Zhihan Zhang, Rong-Hua Li, Guoren Wang",SD-3-5412,,"Exhibit Hall C,D,E",https://openreview.net/pdf/e15247fbacf803da9beef26d39153bd1afd55fe6.pdf,0,0,
4224085,32,InterMT: Multi-Turn Interleaved Preference Alignment with Human Feedback,"Boyuan Chen, Donghai Hong, Jiaming Ji, Jiacheng Zheng, Bowen Dong, Jiayi Zhou, Kaile Wang, Juntao Dai, Xuyao Wang, ..., Yaodong Yang",SD-5-5104,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2505.23950,2,5,
3849778,31,Matryoshka Pilot: Learning to Drive Black-Box LLMs with LLMs,"ChangHao Li, Yuchen Zhuang, Rushi Qiang, Haotian Sun, Hanjun Dai, Chao Zhang, Bo Dai",SD-1-3416,,"Exhibit Hall C,D,E",https://openreview.net/pdf/01546f97c01b32e5c0cf560fc4be7a511b46e042.pdf,5,9,
4202379,31,Creativity or Brute Force? Using Brainteasers as a Window into the Problem-Solving Abilities of Large Language Models,"Simeng Han, Howard Dai, Stephen Xia, Grant Zhang, Chen Liu, Lichang Chen, Hoang H Nguyen, Hongyuan Mei, Jiayuan Mao, R. Thomas McCoy",SD-4-1908,,"Exhibit Hall C,D,E",https://openreview.net/pdf/bc154619c4195b6a62774c122f1706e4d7b1bb7f.pdf,4,6,
4441411,31,Consistently Simulating Human Personas with Multi-Turn Reinforcement Learning,"Marwa Abdulhai, Ryan Cheng, Donovan Clay, Tim Althoff, Sergey Levine, Natasha Jaques",SD-6-1805,,"Exhibit Hall C,D,E",https://openreview.net/pdf/109c600393cc962e64028e8425eca62778f40ee9.pdf,4,16,
4307546,31,ThinkAct: Vision-Language-Action Reasoning via Reinforced Visual Latent Planning,"Chi-Pin Huang, Yueh-Hua Wu, Min-Hung Chen, Yu-Chiang Frank Wang, Fu-En Yang",SD-6-2203,,"Exhibit Hall C,D,E",https://openreview.net/pdf/b35b0fc70612e191baced400f754db8ff1fae711.pdf,31,99,
4133770,30,QuestBench: Can LLMs ask the right question to acquire information in reasoning tasks?,"Belinda Li, Been Kim, Zi Wang",SD-4-809,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2503.22674,9,13,
4215496,30,SeePhys:  Does Seeing Help Thinking? â Benchmarking Vision-Based Physics Reasoning,"Kun Xiang, Heng Li, Terry Jingchen Zhang, Yinya Huang, Zirong Liu, Peixin Qu, Jixi He, Jiaqi Chen, Yu-Jie Yuan, ..., Xiaodan Liang",SD-4-4603,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2505.19099,0,4,
3882970,30,The VLLM Safety Paradox: Dual Ease in Jailbreak Attack and Defense,"Yangyang Guo, Fangkai Jiao, Liqiang Nie, Mohan Kankanhalli",SD-5-1208,,"Exhibit Hall C,D,E",https://openreview.net/pdf/85f3e38bd08668ee901051237edc01d1b8d8823e.pdf,3,9,
4079796,30,Introducing FOReCAst: The Future Outcome Reasoning and Confidence Assessment Benchmark,"Zhangdie Yuan, Zifeng Ding, Andreas Vlachos",SD-6-401,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2502.19676,0,5,
4224081,29,Lessons Learned: A Multi-Agent Framework for Code LLMs to Learn and Improve,"Yuanzhe Liu, Ryan Deng, Tim Kaler, Xuhao Chen, Charles Leiserson, Yao Ma, Jie Chen",SD-4-1608,,"Exhibit Hall C,D,E",https://openreview.net/pdf/11bc550a62e76a702248f346f36018dce79624fb.pdf,1,3,
4427557,29,SolverLLM: Leveraging Test-Time Scaling for Optimization Problem via LLM-Guided Search,"Dong Li, Xujiang Zhao, Linlin Yu, Yanchi Liu, Wei Cheng, Zhengzhang Chen, Zhong Chen, Feng Chen, Chen Zhao, Haifeng Chen",SD-4-2011,,"Exhibit Hall C,D,E",https://openreview.net/pdf/b7f1cf26530dd86e2ae6d7c4a3a2f77a1c33b13b.pdf,5,15,
4202146,29,MMLongBench: Benchmarking Long-Context Vision-Language Models Effectively and Thoroughly,"Zhaowei Wang, Wenhao Yu, Xiyu REN, Jipeng Zhang, Yu Zhao, Rohit Saxena, Liang Cheng, Ginny Wong, Simon See, ..., Mark Steedman",SD-5-4507,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2505.10610,2,22,
4442071,28,"SpecEM: Training-Free LLM Ensembling via Iterative Drafting, Verification, and Online Feedback","Bo Lv, Nayu Liu, Chen Tang, Xin Liu, Yue Yu, Ping Luo",SD-1-3802,,"Exhibit Hall C,D,E",https://openreview.net/pdf/ce36072cf898e279341e1ca31c51626ddead6950.pdf,1,5,
4442665,28,SATURN: SAT-based Reinforcement Learning to Unleash LLMs Reasoning,"Huanyu Liu, Jia Li, Hao Zhu, Kechi Zhang, Yihong Dong, Ge Li",SD-1-4107,,"Exhibit Hall C,D,E",https://openreview.net/pdf/8c8fdd51e03779f1c757cd48a07127240f2339d4.pdf,3,15,
4073682,28,ThinkBench: Dynamic Out-of-Distribution Evaluation for Robust LLM Reasoning,"Shulin Huang, Linyi Yang, Yan Song, Shawn Chen, Leyang Cui, Ziyu Wan, Qingcheng Zeng, Ying Wen, Kun Shao, ..., Yue Zhang",SD-2-109,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2502.16268,1,4,
4273500,28,VERA: Variational Inference Framework for Jailbreaking Large Language Models,"Anamika Lochab, Lu Yan, Patrick Pynadath, Xiangyu Zhang, Ruqi Zhang",SD-3-5300,,"Exhibit Hall C,D,E",https://openreview.net/pdf/5d8395fee02384e70cded7bf691df4c9976ebb5a.pdf,2,7,
4442661,28,Actial: Activate Spatial Reasoning Ability of Multimodal Large Language Models,"Xiaoyu Zhan, Wenxuan Huang, Hao Sun, Xinyu Fu, Changfeng Ma, Shaosheng Cao, Bohan Jia, Shaohui Lin, Zhenfei Yin, ..., Yanwen Guo",SD-4-4701,,"Exhibit Hall C,D,E",https://openreview.net/pdf/1321dbcd7c95604245189132069ca5ac16d3058c.pdf,6,30,
4166430,28,PHYBench: Holistic Evaluation of Physical Perception and Reasoning in Large Language Models,"Shi Qiu, Shaoyang Guo, Zhuo-Yang Song, Yunbo Sun, Zeyu Cai, Jiashen Wei, Tianyu Luo, Yixuan Yin, Zhang Haoxu, ..., Hua Xing Zhu",SD-4-2208,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2504.16074,4,5,
4259467,28,Every Rollout Counts: Optimal Resource Allocation for Efficient Test-Time Scaling,"Xinglin Wang, Yiwei Li, Shaoxiong Feng, Peiwen Yuan, Yueqi Zhang, Jiayi Shi, Chuyi Tan, Boyuan Pan, Yao Hu, Kan Li",SD-5-3518,,"Exhibit Hall C,D,E",https://openreview.net/pdf/639ca4d7460b732c0c9d399142939d60bcdb29d2.pdf,5,14,
4259470,28,RAST: Reasoning Activation in LLMs via Small-model Transfer,"Siru Ouyang, Xinyu Zhu, Zilin Xiao, Minhao Jiang, Yu Meng, Jiawei Han",SD-5-1901,,"Exhibit Hall C,D,E",https://openreview.net/pdf/4e1cf538a0cee20ba69772f7ede39e11ffddd493.pdf,10,23,
4146495,28,Right Question is Already Half the Answer: Fully Unsupervised LLM Reasoning Incentivization,"Qingyang Zhang, Haitao Wu, Changqing Zhang, Peilin Zhao, Yatao Bian",SD-6-3718,,"Exhibit Hall C,D,E",https://openreview.net/pdf/4beac7313c00cacdbfe88ef717756d49edfe75a1.pdf,9,26,
4242765,28,Consistent Paths Lead to Truth: Self-Rewarding Reinforcement Learning for LLM Reasoning,"Kongcheng Zhang, QI YAO, Shunyu Liu, Yingjie Wang, Baisheng Lai, Jieping Ye, Mingli Song, Dacheng Tao",SD-6-3404,,"Exhibit Hall C,D,E",https://openreview.net/pdf/4c696fcdaaa5b6e8b53a1bf9e94c8993ee0cd433.pdf,9,21,
4082846,27,WorldModelBench: Judging Video Generation Models As World Models,"Dacheng Li, Yunhao Fang, Yukang Chen, Shuo Yang, Shiyi Cao, Justin Wong, Michael Luo, Xiaolong Wang, Hongxu Yin, ..., Yao Lu",SD-1-4715,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2502.20694,24,63,
4068434,27,Fundamental Limitations in Pointwise Defences of LLM Finetuning APIs,"Xander Davies, Eric Winsor, Alexandra Souly, Tomek Korbak, Robert Kirk, Christian Schroeder de Witt, Yarin Gal",SD-4-5401,,"Exhibit Hall C,D,E",https://openreview.net/pdf/106f56012866f9c2a8f8d433881447430b77c9df.pdf,4,5,
4089362,27,Memory Injection Attacks on LLM Agents via Query-Only Interaction,"Shen Dong, Shaochen Xu, Pengfei He, Yige Li, Jiliang Tang, Tianming Liu, Hui Liu, Zhen Xiang",SD-5-1412,,"Exhibit Hall C,D,E",https://openreview.net/pdf/0fa0fce8cc51e3ae2f36e5aef29236b15bcc35bc.pdf,8,11,
4434028,26,World Models Should Prioritize the Unification of Physical and Social Dynamics,"Xiaoyuan Zhang, Chengdong Ma, Yizhe Huang, Weidong Huang, Siyuan Qi, Song-Chun Zhu, Xue Feng, Yaodong Yang",SD-3-1009,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2510.21219,0,7,
4242412,26,On Reasoning Strength Planning in Large Reasoning Models,"Leheng Sheng, An Zhang, Zijian Wu, Weixiang Zhao, Changshuo Shen, Yi Zhang, Xiang Wang, Tat-Seng Chua",SD-5-5313,,"Exhibit Hall C,D,E",https://openreview.net/pdf/ec0170f131842f1aaee5993a19df22764b470213.pdf,2,6,
4183513,26,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,"Andrew Zhao, Yiran Wu, Yang Yue, Tong Wu, Quentin Xu, Yang Yue, Matthieu Lin, Shenzhi Wang, Qingyun Wu, ..., Gao Huang",SD-6-1908,,"Exhibit Hall C,D,E",https://openreview.net/pdf/34a1a72a0a54db41248d9ad8862c78e55ac789d9.pdf,22,43,
4413537,25,MetaDefense: Defending Fine-tuning based Jailbreak Attack Before and During Generation,"Weisen Jiang, Sinno Jialin Pan",SD-2-1409,,"Exhibit Hall C,D,E",https://openreview.net/pdf/006cba1cf9e75c1f5fafd3bea5ee62d71f204085.pdf,1,12,
4217512,25,SWE-rebench: An Automated Pipeline for Task Collection and Decontaminated Evaluation of Software Engineering Agents,"Ibragim Badertdinov, Alexander Golubev, Maksim Nekrashevich, Anton Shevtsov, Simon Karasik, Andrei Andriushchenko, Maria Trofimova, Daria Litvintseva, Boris Yangel",SD-3-106,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2505.20411,6,9,
4437099,25,Common Task Framework For a Critical Evaluation of Scientific Machine Learning Algorithms,"Philippe Wyder, Judah Goldfeder, Alexey Yermakov, Yue Zhao, Stefano Riva, Jan Williams, David Zoro, Amy Rude, Matteo Tomasetto, ..., Nathan Kutz",SD-6-2708,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2510.23166,2,5,
4290758,25,Rethinking Verification for LLM Code Generation: From Generation to Testing,"Zihan Ma, Taolin Zhang, Maosongcao, Junnan Liu, Wenwei Zhang, Minnan Luo, Songyang Zhang, Kai Chen",SD-6-106,,"Exhibit Hall C,D,E",https://openreview.net/pdf/11dbcf6567a9c2d7cfb82938a0ec215c232e6c80.pdf,5,8,
4287623,24,On the Bias of Next-Token Predictors Toward Systematically Inefficient Reasoning: A Shortest-Path Case Study,"Riccardo Alberghi, Elizaveta Demyanenko, Luca Biggio, Luca Saglietti",SD-5-3307,,"Exhibit Hall C,D,E",https://openreview.net/pdf/57860c28b21d95678533bc618a0afee1c2a54e47.pdf,3,16,
4212868,24,"Longer Context, Deeper Thinking: Uncovering the Role of Long-Context Ability in Reasoning","Van Yang, Zirui Liu, Hongye Jin, Qingyu Yin, Vipin Chaudhary, Xiaotian Han",SD-5-4200,,"Exhibit Hall C,D,E",https://openreview.net/pdf/3aa73c81186850fe236acaa4a81d2af3f1e5c910.pdf,4,12,
4219584,24,Let Me Think! A Long Chain of Thought Can Be Worth Exponentially Many Short Ones,"Parsa Mirtaheri, Ezra Edelman, Samy Jelassi, Eran Malach, Enric Boix-AdserÃ",SD-6-3514,,"Exhibit Hall C,D,E",https://openreview.net/pdf/3522982c33f5d5199bd558f48909b1bccbf81615.pdf,6,9,
4230675,24,FlySearch: Exploring how vision-language models explore,"Adam Pardyl, Dominik Matuszek, Mateusz Przebieracz, Marek Cygan, Bartosz ZieliÅski, Maciej Wolczyk",SD-6-4410,,"Exhibit Hall C,D,E",https://arxiv.org/pdf/2506.02896,3,9,
3422755,23,PARCO: Parallel AutoRegressive Models for Multi-Agent Combinatorial Optimization,"Federico Berto, Chuanbo Hua, Laurin Luttmann, Jiwoo Son, Junyoung Park, Kyuree Ahn, Changhyun Kwon, Lin Xie, Jinkyoo Park",SD-2-304,,"Exhibit Hall C,D,E",https://openreview.net/pdf/672bb4ede45dba28f133a8ebb2cfe40fb1f395c8.pdf,2,6,
4212876,23,Partner Modelling Emerges in Recurrent Agents (But Only When It Matters),"Ruaridh Mon-Williams, Max Taylor-Davies, Elizabeth Mieczkowski, Natalia VÃ©lez, Neil R Bramley, Yanwei Wang, Thomas L. Griffiths, Christopher G. Lucas",SD-2-301,,"Exhibit Hall C,D,E",https://openreview.net/pdf/ce9e0e5f6bb446a8103ef0fb8f4c67e47b7972d0.pdf,2,6,
4436400,23,Learning âPartner-Awareâ Collaborators in Multi-Party Collaboration,"Abhijnan Nath, Nikhil Krishnaswamy",SD-3-2010,,"Exhibit Hall C,D,E",https://openreview.net/pdf/40d31b0852235d5e98c6f82c41aa70978247a0dd.pdf,1,4,
3795140,23,LASeR: Learning to Adaptively Select Reward Models with Multi-Arm Bandits,"Duy Nguyen, Archiki Prasad, Elias Stengel-Eskin, Mohit Bansal",SD-4-4108,,"Exhibit Hall C,D,E",https://openreview.net/pdf/bf589cfd8356e7e428426d438835ed093caa2e02.pdf,2,3,
